,title,category,intro,url
42,네이버웹툰 <당신의 과녁> 1-5권 완결판 단행본 제작,웹툰 · 만화,네이버웹툰 <당신의 과녁>의 완결까지의 분량이 단행본 1-5권까지 제작됩니다.,https://tumblbug.com/gotaeho
43,"<ANCIENT KOREA> 금관의 시대, 고대 한복의 멋",출판,"화려한 금관과 세련된 장신구, 고대 한복의 멋을 그려낸 [아트북]과 [엽서북] [포토카드]",https://tumblbug.com/ancient_korea
44,새해엔 우리 <희망을 버려요>!! 염세주의자를 위한 그림책,출판,그로테스크하고 귀여운 책. 고단한 어른을 위해 만들었지요. 염세력 테스트도 해보세용! :),https://tumblbug.com/giveup
45,"세레노 정규 5집, MY WAVES",음악,"세레노 정규 5집, MY WAVES",https://tumblbug.com/sereno5
46,"세상에 남기는 나의 마지막 기록, 유서 노트",출판,회고와 죽음에 관한 질문에 답하고 유서를 작성하는 노트입니다.,https://tumblbug.com/si-dam
47,"1인 가구 생활백서, <혼자서도 잘살 수 있어!>",출판,1인 가구에게 필요한 정보와 낭만을 담은 가이드북,https://tumblbug.com/life_is_good
48,"웹툰, 일러스트를 위한 헤일로 후광과 문양 브러쉬!",웹툰 리소스,"헤일로 브러쉬, 키라키라 브러쉬, 문양 패턴 브러쉬, 프레임을 만나보세요!",https://tumblbug.com/gh03
49,친절한 미디 작곡 입문서 <비트메이킹 1:1 레슨>,출판,개인 레슨을 받는 듯한 친절한 비트메이킹 입문서. 어려운 이론은 덜고 핵심만 채웠습니다.,https://tumblbug.com/beatmakinglesson
50,후가공 박을 한 곳에 담다! 2022 쿠르즈 컬러 시스템,디자인,"박가공 디자이너의 필수 디자인 도서!
대한민국 박컬러가 95%이상 담긴 호일 컬러 샘플북",https://tumblbug.com/kurzcolorsystem
51,QR을 찍으면 영상으로 해석해 주는 타로카드 <타로메이트>,디자인,카드를 뽑고 QR을 스캔해 주세요. 8년 경력의 타로 마스터가 모든 운을 해석해 드립니다.,https://tumblbug.com/selftarotcard
52,"1~4인까지, 협동 타이쿤 [Turn the Line!]",디지털 게임,토끼 알렉스와 동료들을 주인공으로 1~4인까지 플레이 가능한 협동 타이쿤 게임입니다.,https://tumblbug.com/turntheline
53,[달콤하지만 당이 1g이하!] 저당 햇땅콩 카카오 그래놀라,푸드,"국산 원물을 제품에 에센스로 사용하는, 추수의 두번째 수확물 ""땅콩 카카오 그래놀라""",https://tumblbug.com/choosoogirok
54,"로판에 어울리는 아르누보, 바로크풍의 프레임과 패턴, 문양",웹툰 리소스," 그림에 자연스럽게 스며들고, 돋보이게 해줄 바로크/아르누보풍의 프레임과 패턴 문양 세트.",https://tumblbug.com/50frame
55,종이로 옮겨간 플레이리스트 [뮤직 다이어리],디자인 문구,"흘러가는 것들은 기록하지 않으면 잊혀지기 마련입니다
좋아하는 음악과 감상을 기록해보세요",https://tumblbug.com/lp_playlist
56,모두의 추리로 완성되는 마피아 게임 [죄수들의 밤] ,보드게임 · TRPG,"사회자없이 플레이어들의 추리로 진행하는 마피아 게임, [죄수들의 밤]입니다",https://tumblbug.com/prisoner
57,포토샵과 일러스트레이터로 세상 모든 굿즈 만들기,출판,포토샵과 일러스트레이터로 세상 모든 굿즈 만들기 전자책 PDF ,https://tumblbug.com/everygoods
58,"기획자를 위한, 의한 영감노트 ""I am into____""",디자인 문구,일상에서 얻은 영감을 바탕으로 이이디어를 구체화할 수 있는 기획자 노트 ,https://tumblbug.com/beintoart
59,"내 방안의 작은 불멍, 연기폴폴 화목난로",홈 · 리빙,멍 때리는 것 조차 시간과 장소에 구애받을 순 없잖아? 언제 어디서나 향멍 불멍 때리기!,https://tumblbug.com/fishtree002
60,이 세상에 없는 꾸덕함! 홈카페를 완성할<모아 그릭요거트>,푸드,"안 먹어본 여성은 있으나, 한번만 먹은 여성은 없다!
치즈인가 요거트인가? 모아그릭요거트!",https://tumblbug.com/moagreek
61,"떡볶이 도감 업데이트할 준비! 신종 ""들깨떡볶이""",푸드,들깨로 다시 돌아온 극볶떡볶이,https://tumblbug.com/deulkkae_tteokbokki
62,모든 영린이들의 이유 있는 영어 자신감 프로젝트!,출판,"프로삼일러 탈출 첫걸음, 15day's",https://tumblbug.com/15days
63,2022년 수묵 담채 호랑이 탁상용 캘린더 2종 ,디자인 문구,"2022년 임인년 호랑이해를 맞이하여, 호랑이를 수묵 담채화로 그린 22년 캘린더 입니다.",https://tumblbug.com/tiger
64,반전매력! 순수하고 음란한 연인들의 앤디카드,보드게임 · TRPG,"알면서 모르는 척 하는 연인들을 위해 미친 수위를 자랑하는 질문 모음, 앤디카드",https://tumblbug.com/andycard
65,[weDIGIDOG]상업 내부 7종 모음,웹툰 리소스,[weDIGIDOG]상업 내부 7종 모음,https://tumblbug.com/digidog3d002
66,결혼과 이주가 함께 왔다 <거기까지 가서 그렇게까지>,출판,"결혼과 이주라는 환장의 콤비네이션을 겪은 세 여자가 LA, 세종, 김천에서 분투하는 이야기",https://tumblbug.com/threecities
67,"내손으로 만드는 전통 끈 제작기구 ""다회틀 DIY""",홈 · 리빙,우리의 전통 끈을 제작하는 기구 '다회틀' 입니다. 다회틀로 다양한 끈을 만들어보세요.,https://tumblbug.com/chaecie_dh
68,네이버웹툰 <독립일기> 자까 무드등 & 미니휴지통,홈 · 리빙,올 겨울 <독립일기> 자까 무드등과 휴지통으로 귀여움과 실용성을 모두 잡아보세요!,https://tumblbug.com/jaggamoodbin
69,"2022년을 더 알록달록하게, '색'다른 캘린더와 엽서",디자인 문구,2022년을 더 알록달록하게 즐길 수 있는 달력과 엽서를 준비했습니다.,https://tumblbug.com/dotty1stpjcf
70,매트리스 곰팡이 귀신의 탄생과 죽음의 추적,영화 · 비디오," 매트리스 곰팡이의 탐생과 죽음의 기록, 영화 <다섯번째 흉추>",https://tumblbug.com/hyoongchoo
71,버려진 유기동물들이 지켜진 아이들이 되도록:초코송이 굿즈,디자인,"버려진 유기동물을 위한 초코송이 굿즈 프로젝트:유리컵,스마트톡,키링",https://tumblbug.com/songyi
72,<금목서 > 세이렌의 노래 그 찬란한 아름다움,향수 · 뷰티,가을에 울려퍼지는 세이렌의 황금빛 노래 그 찬란한 아름다움,https://tumblbug.com/osmanthus
73,2022년 신간 <중국통용수어사전> 번역 발간 출시,출판,중국의 농인과 수어 관련 대표 전문 출판사에서 펴낸 4권 분량의 중국수어사전을 번역 출판 ,https://tumblbug.com/deafland
74,"로컬푸드의 변신; 안심하고 짜먹는 복숭아, 녹차밀크 튜브잼",푸드,"지역의 이야기를 담은, 건강하고 맛있는 '안심하고 짜먹는 잼' 잼플이 돌아왔어요! ",https://tumblbug.com/jample
75,중독자의 이상심리를 그린 실화 소설 ,출판,"사람을 망치기도, 성공시키기도 하는 이상한 중독 심리. 웃기지만 소름끼치는 실화.",https://tumblbug.com/addict
76,목공인의 필독서! 목공에 관한 모든 것을 담은 책,출판,목공에 관심 있는 사람들이 꼭 읽어야 할 목공 가이드북,https://tumblbug.com/woodwise
77,"음악을 가지다, <NFT>가 적용 된 음악을 소유할 기회",음악,피아노 연주 음반을 제작하고 [NFT]를 발행하여 소유권을 전달드립니다.,https://tumblbug.com/laeebly
78,"색이 말해주는 나의 감정, 감정카드 <컬러 유어 이모션>",보드게임 · TRPG,"색이 말해주는 나의 감정, 어른들을 위한 감정카드 <컬러 유어 이모션>",https://tumblbug.com/color_your_emotion
79,"안기고 싶도록 따뜻한 향기, 니티허그 향수",향수 · 뷰티,"포옹을 닮은 니트의 향, 니티허그",https://tumblbug.com/hugperfume
80,MZ세대의 진로 고민 워크북 <그래서 난 뭐하지?>,출판,취업은 포기했다! 그런데 내 인생은 어쩌지? 그래서 난 뭐하지? MZ세대 진로 고민 워크북,https://tumblbug.com/happy_carrerlife
81,앙큼한 소녀들의 필수템! 핑크빗치클럽 6공 다이어리 패키지,디자인 문구,핑비클 팸 취향 저격! 앙큼한 소녀들의 갓생을 책임질 6공 다이어리와 굿즈들,https://tumblbug.com/vivinos
82,나만의 향을 담다 : 스톤디퓨저 [담향],홈 · 리빙,나만의 향을 담는 세라믹 스톤디퓨저,https://tumblbug.com/sang_a_hada
83,전설의 체스 그랜드마스터 카파블랑카의 책 '체스의 기본',출판,전설적인 체스 그랜드마스터이자 제3대 체스 세계 챔피언 카파블랑카가 쓴 체스 책,https://tumblbug.com/capablanca
84,"불로장생을 상징하는 10가지의 물상, 십장생 노리개와 키링",잡화,"사슴,불로초,학,구름 십장생으로 이루어진 노리개 키링을 소개합니다.",https://tumblbug.com/calme_9
85,진짜 속마음이 궁금해? 투표게임 쓰리포!,보드게임 · TRPG,나를 알 수 있는 또다른 방법! 친구들과 게임을 통해 나를 발견해보세요!,https://tumblbug.com/34game
86,스케치업 웹툰배경 - 로판 대신전세트 Part - 2,웹툰 리소스,로판 웹툰에 필요한 대신전 혹은 황궁으로 사용 가능한 대신전세트 파트2를 제작합니다.,https://tumblbug.com/dollphin08
87,고~백 쿠키! 고백해!,푸드,"쫀득한 아메리칸 쿠키가 다시 돌아왔어요!
쫀득한 쿠키로 발렌 타인 데이에 고백해요!!",https://tumblbug.com/plaisir_cakemira_12
88,"버려진 오렌지 껍질에서 발견한 희망, 제3회 구지독립영화제",영화 · 비디오,아트하우스 모모에서 개최되는 GUJIFF의 제3회 <구지독립영화제 : Oinh>,https://tumblbug.com/3rd_gujifilmfestival
89,카카오를 70시간 맷돌에 갈아만든 찐 생초콜릿 케이크,푸드,싱글오리진 과테말라 카카오로 만든 빈투바(Bean to Bar)생초콜릿 케이크,https://tumblbug.com/sanbo
90,한 달에 300만원 네이버 카페로 평생 월세받기,출판,네이버 카페로 평생 월 300만원 월세 받는 노하우를 담은 책 ,https://tumblbug.com/navercafebook
91,"악몽을 먹어드릴게요, '불가살' 중치막 로브",의류,"잠옷으로도, 외출복으로도. 전설의 동물 '불가사리'의 자수를 수놓은 한복형 멀티 라운지웨어",https://tumblbug.com/bulgasari
92,이번 겨울 포근하게 안아줄 사과 블렌딩티 <허그미애플티>,푸드,"달콤한 사과와 대추 깔라만시로 맛있고 건강한, 추위 타는 나를 위한 무첨가물 과일 블렌딩티",https://tumblbug.com/hugmeapple
93,나 요즘 어떻게 지내? 나에게 답하다. <셀프카운슬링북>,출판,'나'를 잊고 살아가는 나에게 Self Counseling Book으로 나를 찾아주세요.,https://tumblbug.com/selfcounselingbook
94,커피 사용설명서? 커피 운영 A부터 Z까지,출판,"커피도 설명서가 필요? 커피 이론부터 실무까지, 커피 운영도 한 눈에 보는 프로젝트",https://tumblbug.com/kumjac003
95,[웹툰 배경] 당신을 위한 주거공간 패키지,웹툰 리소스,"원룸부터 펜트하우스까지! 올인원 ""가성비"" 주거세트 입니다! ",https://tumblbug.com/sssun1903
96,대학문학상 수상 창작극 '작자 미상 수정 배포 자유',공연,"가면 뒤에는 무엇이 있나? 가면 뒤에는 이야기가 있지. 오래 전, 정말 오래 전의 이야기.",https://tumblbug.com/freelyunknown
97,"새해 소망을 띄워봐요 제주바다에, 유리 문진과 달력",사진,"일상 속 유랑, 제주 바다를 담은 유리 문진과 달력&패브릭포스터를 얼리버드가에 만나보세요!",https://tumblbug.com/ilang1
98,풍경에 풍경을 담은 <풍경종과 패브릭 포스터>,홈 · 리빙,"풍경종과 작은 행복의 순간, 그 풍경을 담은 패브릭 포스터",https://tumblbug.com/atodesign
99,스케치업 자연물 3종,웹툰 리소스,스케치업을 이용해 자연물을 표현하였습니다.,https://tumblbug.com/dfsfsd
100,"일러스트, 웹툰을 위한 아르누보풍 유니크 브러쉬",웹툰 리소스,아르누보 베이스의 클립스튜디오 브러쉬입니다. 다양한 소재의 브러쉬를 만나보세요.,https://tumblbug.com/dohwaseo
101,호기와 려니의 주황빛 청주여행 <청주화투>,보드게임 · TRPG,호미골에 사는 흑호랑이 호기와 금거리 토끼골에 사는 려니의 주황빛 청주여행 <청주화투>,https://tumblbug.com/cheongjuhwatu
102,나랑 손씻으러 가지 않을래? 너를 위해 준비했어 '캡슐솝',향수 · 뷰티,언제 어디서나 한 개씩 꺼내어 간편한 손씻기 가능한 캡슐솝,https://tumblbug.com/suusu
103,"2022년, 꽃길만 걷자! 조선의 꽃을 담은 [복조리백]",잡화,"눈앞에 펼쳐진 조선의 꽃밭, 19세기 화조도의 꽃들을 담은 미니 복조리백",https://tumblbug.com/giustobag2022
104,믿고쓰는 샴푸바! 환경과 두피를 생각하는 비건 고체 샴푸,향수 · 뷰티,소중한 당신의 두피와 하나뿐인 우리 지구를 위해 비건 샴푸바로 바꿔보세요!,https://tumblbug.com/theveganglow21
105,아르누보 시그림책<멀고도 가까운 노래들>1900년초판 복간,출판,아르누보 시그림책 <Songs of Near and Far Away> 1900년 초판 복간,https://tumblbug.com/songs_of_near_and_far_away
106,"함께 써내려가는 당신의 유서, 아포피스",디지털 게임,"가상의 인물과 함께 책으로, 앱 서비스로, 당신의 유서를 함께 써 내려가보세요",https://tumblbug.com/apophis
107,"음양사 아베노 세이메이의 비전, 점사략결의 최초 완역본",출판,음양사 아베노세이메이의 비급 점사략결,https://tumblbug.com/onmyodo
108,당신 뇌를 200%가동할 신약?[좀비런:Limitless],보드게임 · TRPG,"좀비런 키트는 실감나는 증거품, 모바일, SNS로 즐기는 좀비스릴러 추리게임 키트입니다.",https://tumblbug.com/zrno3
109,"지금 이 순간의 감정을 담은 다이어리, <EMO-MENT>",디자인,"나도 나를 모르겠어! 생각이 많아도 너~무 많은 
'프로 감정기복러'를 위한 필수 아이템",https://tumblbug.com/emo-ment
110,술에 우리는 블렌딩티 [리큐르티],푸드,"술을 즐기는 새로운 감성을 느껴보세요.
술에 우리는 블렌딩티-리큐르티",https://tumblbug.com/liquortea
111,[Interpret nature] - 자연을 해석하다.,향수 · 뷰티,"[소나무의 솔 잎에서 뿌리까지의 향기]
[수선화의 피어나는 과정] 향으로 표현하다.",https://tumblbug.com/boonbxxn
112,다시 모인 직장인들의 사진 이어달리기 <사진으로 바톤터치>,사진,대학교 시절 사진동아리 '서광회' 사람들이 다시 엮어가는 <사진으로 바톤터치>입니다.,https://tumblbug.com/photo_baton_touch
113,"<일본에서> 좋은 소재로 바르게 만든 안경 99,000원",잡화,이번 프로젝트 컨셉은 어두운 밤 하늘에 밝은 빛을 뽐내는 달빛처럼 따뜻한 안경입니다.,https://tumblbug.com/jia_ache
114,교육 소외 국가 어린이에게 동화책을 선물하는 윙윙패키지,디자인 문구,교육 환경이 열악한 국가 어린이들에게 동화책을 선물하기 위한 윙윙패키지 펀딩입니다!,https://tumblbug.com/wingwingbook
115,딱 1년만 책 읽고 쓰기 - 오롯이 나를 위로하는 시간,디자인 문구,"딱 1년만 책 읽고 쓰기 - 오롯이 나를 위로하는 시간
은둔이 필요한 나에게 주는 선물",https://tumblbug.com/gabza_proj1
116,새해 액운을 무찌르는 나만의 수호신- 오방색 플라옥노리개,잡화,"플라스틱을 재활용한 노리개
음양오행에 맞춰 나의 기운을 보완해주는 업사이클링 노리개",https://tumblbug.com/leesle-plaok
117,"미안,.내가 붕어빵 다 먹었다옹. 먹보냥 에어팟케이스",잡화,에어팟에 고양이가 입주했다옹.. 귀여워옹...,https://tumblbug.com/poundcat15
118,"아기자기한 정원사 트럼프 "" 가든 트럼프 """,보드게임 · TRPG,"꼬마 정원사들의 아기자기한 트럼프, "" 가든 트럼프""",https://tumblbug.com/gardencard
119,진정한 사랑과 행복을 찾아서 <True Love>,출판,[truelove]의 입체북 동화책 프로젝트,https://tumblbug.com/oklove
120,초능력자들이 사는 곳<도시>,디지털 게임,불길하고 새하얀 도시에 초능력자들이 살고 있습니다. 미스터리 어드벤쳐 게임 <도시>,https://tumblbug.com/_dosi
121,"내 마음의 아픔 해결법, <마음을 읽고 싶은 당신에게>",출판,"'진로, 인간관계, 돈!', 이런 고민이 내 삶의 진짜 문제인지 상담 사례로 확인합니다.",https://tumblbug.com/wpi_casebook1
122,"크림 도구점의 빨간포션, 파란포션 [Must have!]",푸드,안녕하세요 크림 도구점입니다! 모험을 떠나기 전 필요한 물건들을 판매중입니다! 둘러보세요!,https://tumblbug.com/creamstore
123,몽실몽실 보들보들 <피누&마요> 겨울 콜라보 굿즈,캐릭터 · 굿즈,몽몽스베쮸와 스튜디오 퐁듀의 대표 캐릭터 피누와 마요의 겨울 콜라보레이션!,https://tumblbug.com/pinu_mayo_collab
124,미얀마 민주화 투쟁 연대시 번역본 (미얀마어 영어) 발간,출판, 한국 대표 시인들의 미얀마 민주화 연대시를 미얀마어 영어로 번역 시집으로 발간합니다.,https://tumblbug.com/korean-writer
125,진소라의 '숨은 냥이 찾기' 엽서책,출판,네이버 동물공감 화제작 <진소라의 '숨은 냥이 찾기'>를 엽서책과 단행본으로 만나요!,https://tumblbug.com/jinsora
126,"달콤한 매력에 농염한 마력까지!체리에 반하다,체리머스크향수",향수 · 뷰티,체리의 달달함과 농염함을 담은 체리머스크 향수,https://tumblbug.com/cherrymusk
127,SF영화 속 괴물들의 해부도해 <SF 괴수괴인 도해백과>,출판,"고전 SF 영화 속 괴수, 괴인들의 해부도와 상세설명이 수록된 서적.",https://tumblbug.com/txt001
128,Fitd로 돌아온 판타지 - 포지드 인 던전,보드게임 · TRPG,"Fitd 엔진 기반 판타지 모험룰, 포지드 인 던전!",https://tumblbug.com/forgedindungeon
129,웹툰 필수 등장 배경! 다양한 디자인의 복도 총출동!,웹툰 리소스,다양한 판타지 디자인의 복도를 만나보세요!,https://tumblbug.com/egg_sk
130,"오늘과 내일이 다른 가방, 사계절을 함께 시작할 사월백",잡화,"오늘은 숄더백, 내일은 토트백! 단 하나의 가방으로 여러가지 스타일링이 가능한 사월백",https://tumblbug.com/gadamsawol
131,육아라는 팀플에 더이상 무임승차를 거부한다! <부모익힘책>,출판,'육아'라는 지상 최대의 난제를 해결하기 위한 팀프로젝트 가이드북 <부모익힘책>,https://tumblbug.com/toallparents
132,떡볶이의 시작과 끝 파도즉석떡볶이,푸드,즉떡 맛집이 여기있네? 떡으로 시작해 밥으로 마무리,https://tumblbug.com/pado_camping
133,"감싸안고 싶은 포근함, 호텔에서 느껴본! 4계절 고밀도침구",홈 · 리빙,차원이 다른 고밀도 원단 이불과 마이크로 화이바 항균솜으로 포근한 잠자리를 선물해드릴게요!,https://tumblbug.com/onnbysoi
134,지속 가능 다이어트를 위한 <self 식단 코칭 book>,출판,"2000명 이상의 식단 코칭, 6년차 다이어트 코치가 알려주는 다이어트 식단의 모든 것!",https://tumblbug.com/selfdiet
135,[용기내 챌린지]귀여운 수달캐릭터를 담은 빵순이 식빵용기 ,홈 · 리빙,"비건베이커리 사장님이 만든 굿즈 #수달식빵용기 #용기내챌린지
식빵을 소분하여 냉동하세요 ",https://tumblbug.com/zerotable
136,"일상과 함께하는, '한글 맨투맨'",의류,"한글은 왜 전통적이고 지루하게 해석되어야 할까? 일상에서 쉽게 접하는 한글 맨투맨
",https://tumblbug.com/the_kkol
137,마음이 비치는 { 이음 우체국 },디자인 문구,"엽서북, 스티커, 박 티켓, 포스터 등 이음 우체국의 굿즈를 소개합니다.",https://tumblbug.com/ieumpostoffice
138,"화이트 티, 우아한 향에 취할 수 있으니 조심하세요! ",푸드,"[단 1% 레어템] 프리미엄 화이트티, 나를 위한 일상 속 소소한 Flex, 경험해보세요.",https://tumblbug.com/whitetea1
